-16.394246,-0.152009,-2.682092,-0.688034,0.269307,1.107860,-0.360704,-0.539562,1
-19.263165,0.493046,0.006079,-1.496687,-0.336525,-1.498138,-0.484421,0.731290,1
-19.319148,0.189032,-1.640676,-1.868775,-0.304858,-0.526391,-0.434021,-0.254130,1
-19.855508,0.690365,0.230312,-2.510051,-1.852973,-1.267048,0.087229,-0.716645,1
-18.482686,0.466860,-1.997154,-0.186907,-0.721187,0.677216,0.656317,2.991289,1
-13.094088,0.032335,-3.310578,-0.029632,0.928659,2.286569,-1.011506,-0.342126,1
-18.557350,0.600433,1.384003,-2.200947,-1.049460,-2.188118,-0.081644,-0.583182,1
-17.279128,0.679653,-2.747839,-0.799432,-1.252884,2.344626,0.263659,-0.108678,1
-17.489512,-0.527602,-3.198874,0.010627,-0.141416,2.616437,0.549604,0.150878,1
-19.307095,-0.025208,-0.770163,-1.734599,0.688683,-0.843640,-1.680090,-0.191482,1
-17.223193,-0.373308,1.736291,-2.036813,0.492119,-2.581790,-1.688021,-1.924454,1
-18.419921,0.451280,0.492606,-1.373149,1.700824,-1.925255,-2.300783,-1.539650,1
-19.521870,0.674341,0.269217,-2.413052,-1.789509,-1.181829,0.161105,-0.711479,1
-18.824813,0.681878,1.626692,-2.112347,-0.969769,-2.364561,-0.058087,-0.226261,1
-17.704407,0.115877,-3.555586,-0.793199,-0.547927,1.866241,-0.152774,0.140062,1
-20.363011,0.732311,1.175163,-2.333639,-1.099299,-2.483784,-0.211092,-0.013286,1
-18.053305,1.071111,-1.727950,-0.214789,0.231740,0.620093,-0.596934,2.920563,1
-15.019347,0.165567,-0.930218,0.896790,0.476829,0.866697,0.687105,2.317506,1
-19.819990,0.404558,-0.885436,-1.708460,-0.284979,-1.050721,-0.662067,0.595724,1
-17.567824,0.336445,-2.455695,-1.354862,-0.711698,0.835131,-0.180516,-0.596578,1
-18.892849,-0.354591,-1.069091,-1.743383,0.908917,-0.995337,-1.791284,-1.089858,1
-18.467157,-0.030863,-2.338726,-1.443064,0.006372,0.541209,-0.796546,-0.676312,1
-20.046429,0.639639,0.513323,-1.832870,-0.711582,-1.948810,-0.121298,0.555208,1
21.482278,-0.627632,-1.264714,-3.898403,-2.642555,3.416300,-0.882222,1.826803,2
6.627813,7.967199,-3.431339,5.352396,1.933399,0.791293,2.290381,-2.820443,2
9.981280,5.296181,-4.420601,6.086351,-0.235235,-1.045750,-2.720187,-2.358351,2
18.044999,1.879645,-6.459796,0.478930,-1.295696,-0.678519,-0.832755,1.116089,2
13.296509,2.066668,-3.618062,11.351190,-1.230253,-2.850766,-1.975640,-3.190616,2
21.502943,3.446580,-6.409988,0.939810,0.102879,-4.637993,2.901350,-1.631261,2
-10.594541,10.813484,-1.535679,1.741059,5.837812,0.635606,-2.847135,-3.583338,2
7.006887,5.595491,5.645001,2.629577,-2.514704,3.384644,1.761211,-0.520823,2
14.162933,0.496525,-6.153361,4.203149,-1.736771,-2.554599,-0.528823,0.262380,2
11.819815,4.987210,-3.496677,4.133453,0.850480,-0.036787,-1.334647,3.493746,2
5.719435,6.479642,3.095581,8.941124,3.268854,1.527796,-2.244912,-1.936722,2
6.348871,7.021693,-3.351080,6.474544,2.181791,-0.694676,-0.948007,-2.774058,2
18.339928,6.859179,-1.889590,-0.866896,1.428936,-0.320774,-4.755141,6.005268,2
20.768982,2.247721,6.037426,-6.079427,5.028160,-3.620744,-0.963133,2.808773,2
-5.849538,9.080046,3.008854,0.935005,-4.319005,2.167203,3.611682,-1.276382,2
11.242236,-1.521199,-1.007199,-0.411571,-4.810029,0.955096,-1.437293,1.501446,2
27.162990,5.469732,-0.288507,-4.119107,3.497796,-1.323702,4.505862,-2.845907,2
14.945866,8.212989,-2.295875,0.663914,0.735591,1.007474,-0.216110,-0.630073,2
21.494463,5.155098,-4.739490,2.559167,-0.601438,-2.680259,-0.220284,1.080700,2
26.367539,2.793226,-2.753120,-5.099401,1.896998,-0.297171,2.787451,2.543354,2
25.768465,6.244830,-0.923140,-2.515644,2.711198,-0.299563,3.078919,0.278067,2
20.933952,3.657681,-5.172129,0.835834,0.330326,-1.160267,-0.164548,2.730737,2
12.836487,-0.723875,1.129585,5.771488,-4.094660,-3.081883,-2.062879,-2.179488,2
17.111341,0.399412,4.786317,2.556798,-2.159394,1.947868,-5.904380,-5.002933,3
12.745239,-6.799561,-6.092437,4.814119,0.483043,-2.926402,3.465356,0.606956,3
9.248178,-5.365603,-4.826779,5.040185,-2.437344,-2.632789,1.183211,-0.158563,3
-6.399497,-2.408065,4.384022,3.240265,2.906202,-0.939159,2.739134,-2.578873,3
0.532044,-7.282082,1.651376,2.141846,1.755324,-3.314811,-0.714414,-0.812852,3
9.994751,-6.033517,-4.759849,3.665422,-3.032538,-1.533383,1.812232,-0.174029,3
9.141517,-2.352549,1.728857,1.556379,-4.924074,-0.152177,1.073760,0.747630,3
0.143818,-7.667620,2.348559,5.283202,-0.709762,0.425573,4.779816,0.104265,3
-0.648763,-7.205958,4.018229,4.324738,0.441433,0.764959,5.798926,2.402007,3
13.615101,-8.485746,-5.952912,-4.068991,-0.558435,-1.077802,-1.264420,-0.273017,3
19.160029,-4.475480,-1.525691,-3.339372,-0.022292,4.267116,-1.792789,0.667134,3
23.664679,-5.592273,-2.235982,-5.958069,2.429022,4.902678,0.852653,0.275393,3
6.869141,-6.686850,-7.599917,-6.154727,-0.112476,-0.821126,-3.681949,-0.977682,3
16.835393,-8.596150,-3.904126,-2.922111,1.065787,1.519490,3.316363,-1.573670,3
-7.353507,-3.566800,4.217740,2.888329,2.182827,-0.854774,2.469570,-3.308403,3
